Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
HW414783,21039,08/23/2013 12:56:00 AM,010XX W WILSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1914,46,01A,1168692,1930721,2013,08/17/2015 03:03:40 PM,41.965425822,-87.655139299,"(41.965425822, -87.655139299)"
HJ309452,2104,04/19/2003 04:35:00 AM,003XX E 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0232,3,01A,1179003,1871270,2003,08/17/2015 03:03:40 PM,41.802059097,-87.619047858,"(41.802059097, -87.619047858)"
HW422513,21040,08/25/2013 09:04:00 AM,040XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,1115,28,01A,1149509,1899030,2013,08/17/2015 03:03:40 PM,41.878857822,-87.726495797,"(41.878857822, -87.726495797)"
HW423250,21041,08/25/2013 04:05:00 PM,091XX S COMMERCIAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VESTIBULE,true,false,0424,10,01A,1197731,1844980,2013,08/17/2015 03:03:40 PM,41.729470047,-87.551242708,"(41.729470047, -87.551242708)"
HW424195,21042,08/26/2013 10:10:00 AM,007XX W 61ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0711,16,01A,1172475,1864091,2013,08/17/2015 03:03:40 PM,41.782505513,-87.643199914,"(41.782505513, -87.643199914)"
HW425415,21043,08/27/2013 01:28:00 AM,062XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0311,20,01A,1177346,1863548,2013,08/17/2015 03:03:40 PM,41.780906795,-87.625357915,"(41.780906795, -87.625357915)"
HW424540,21044,08/27/2013 05:00:00 AM,033XX W HARRISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,true,false,1134,24,01A,1153993,1897159,2013,08/17/2015 03:03:40 PM,41.873635421,-87.710081187,"(41.873635421, -87.710081187)"
HW426343,21045,08/27/2013 06:00:00 PM,039XX N LONG AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1634,38,01A,1139656,1925512,2013,08/17/2015 03:03:40 PM,41.95171288,-87.762026878,"(41.95171288, -87.762026878)"
HW426623,21046,08/27/2013 10:22:00 PM,016XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0714,15,01A,1166259,1865581,2013,08/17/2015 03:03:40 PM,41.786728903,-87.665947174,"(41.786728903, -87.665947174)"
HW426786,21047,08/28/2013 01:04:00 AM,039XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1112,27,01A,1149740,1907713,2013,08/17/2015 03:03:40 PM,41.902680409,-87.725421722,"(41.902680409, -87.725421722)"
HW428029,21048,08/28/2013 09:05:00 PM,082XX S AVALON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0411,8,01A,1185976,1850624,2013,08/17/2015 03:03:40 PM,41.745242802,-87.594126176,"(41.745242802, -87.594126176)"
HW419212,21049,08/25/2013 08:16:00 AM,011XX W 88TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,2222,21,01A,1170092,1846440,2013,08/17/2015 03:03:40 PM,41.734121028,-87.652448861,"(41.734121028, -87.652448861)"
HJ309452,2105,04/19/2003 04:45:00 AM,003XX E 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0232,3,01A,1179003,1871270,2003,08/17/2015 03:03:40 PM,41.802059097,-87.619047858,"(41.802059097, -87.619047858)"
HW428848,21050,08/29/2013 01:00:00 PM,079XX S AVALON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0411,8,01A,1185926,1852511,2013,08/17/2015 03:03:40 PM,41.750422098,-87.594249991,"(41.750422098, -87.594249991)"
HW429716,21053,08/30/2013 01:38:00 AM,040XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0213,3,01A,1179097,1878348,2013,08/17/2015 03:03:40 PM,41.821479584,-87.618487202,"(41.821479584, -87.618487202)"
HW428564,21054,08/29/2013 09:40:00 AM,071XX S RIDGELAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0324,5,01A,1189100,1858134,2013,08/17/2015 03:03:40 PM,41.7657767,-87.582439315,"(41.7657767, -87.582439315)"
HW430327,21055,08/30/2013 01:42:00 PM,051XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0932,16,01A,1164225,1870507,2013,08/17/2015 03:03:40 PM,41.800289545,-87.67326624,"(41.800289545, -87.67326624)"
HW431258,21056,08/31/2013 02:00:00 AM,056XX W BARRY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2514,30,01A,1138321,1920048,2013,08/17/2015 03:03:40 PM,41.936743429,-87.76706709,"(41.936743429, -87.76706709)"
HW431259,21057,08/31/2013 02:44:00 AM,038XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0915,11,01A,1171597,1879501,2013,08/17/2015 03:03:40 PM,41.824811459,-87.645967086,"(41.824811459, -87.645967086)"
HW431623,21058,08/31/2013 11:19:00 AM,117XX S HALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,2212,19,01A,1164670,1826809,2013,08/17/2015 03:03:40 PM,41.680366299,-87.672864196,"(41.680366299, -87.672864196)"
HW432731,21059,09/01/2013 07:58:00 AM,122XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0524,34,01A,1171209,1823689,2013,08/17/2015 03:03:40 PM,41.671664448,-87.649018991,"(41.671664448, -87.649018991)"
HJ309452,2106,04/19/2003 01:48:00 AM,003XX E 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0232,3,01A,1179003,1871270,2003,08/17/2015 03:03:40 PM,41.802059097,-87.619047858,"(41.802059097, -87.619047858)"
HW433733,21060,09/02/2013 12:20:00 AM,064XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,true,false,0724,16,01A,1170753,1862090,2013,08/17/2015 03:03:40 PM,41.777052285,-87.649571585,"(41.777052285, -87.649571585)"
HW434411,21061,09/02/2013 02:10:00 PM,066XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0321,20,01A,1181041,1861146,2013,08/17/2015 03:03:40 PM,41.774231194,-87.611885314,"(41.774231194, -87.611885314)"
HW434712,21062,09/02/2013 07:22:00 PM,105XX S LA SALLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0512,34,01A,1177144,1834974,2013,08/17/2015 03:03:40 PM,41.702500788,-87.626958377,"(41.702500788, -87.626958377)"
HW434870,21063,09/02/2013 08:30:00 PM,057XX S PRINCETON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0711,20,01A,1175265,1866972,2013,08/17/2015 03:03:40 PM,41.790349376,-87.632884965,"(41.790349376, -87.632884965)"
HW434681,21064,09/02/2013 05:06:00 PM,044XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1113,28,01A,1146744,1898967,2013,08/17/2015 03:03:40 PM,41.878738142,-87.736650058,"(41.878738142, -87.736650058)"
HW431781,21065,09/01/2013 10:08:00 PM,011XX N ORLEANS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1823,27,01A,1173694,1908057,2013,08/17/2015 03:03:40 PM,41.903124855,-87.637424624,"(41.903124855, -87.637424624)"
HW437033,21066,09/04/2013 12:01:00 PM,075XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,17,01A,1172939,1854882,2013,08/17/2015 03:03:40 PM,41.757224695,-87.641770239,"(41.757224695, -87.641770239)"
HW437812,21067,09/05/2013 12:02:00 AM,051XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0231,3,01A,1179365,1870990,2013,08/17/2015 03:03:40 PM,41.80128249,-87.617728819,"(41.80128249, -87.617728819)"
HJ309480,2107,04/19/2003 02:00:00 AM,000XX S MASON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1513,29,01A,1136839,1899281,2003,08/17/2015 03:03:40 PM,41.879783007,-87.773012281,"(41.879783007, -87.773012281)"
HW441258,21071,09/07/2013 07:05:00 AM,051XX S ELLSWORTH DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0233,4,01A,1179965,1870973,2013,08/17/2015 03:03:40 PM,41.801222112,-87.615528943,"(41.801222112, -87.615528943)"
HW442524,21072,09/08/2013 10:11:00 AM,055XX S MOZART ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,16,01A,1158316,1867884,2013,08/17/2015 03:03:40 PM,41.793214152,-87.695007897,"(41.793214152, -87.695007897)"
HW442624,21073,09/08/2013 06:44:00 AM,017XX W 21ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1234,25,01A,1165189,1889791,2013,08/17/2015 03:03:40 PM,41.853186533,-87.669184243,"(41.853186533, -87.669184243)"
HW443950,21076,09/09/2013 10:14:00 AM,083XX S BALTIMORE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0423,10,01A,1196840,1850195,2013,08/17/2015 03:03:40 PM,41.743802596,-87.55433369,"(41.743802596, -87.55433369)"
HW445202,21077,09/10/2013 12:58:00 AM,003XX E 134TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0533,9,01A,1180473,1816536,2013,08/17/2015 03:03:40 PM,41.65182863,-87.615331145,"(41.65182863, -87.615331145)"
HW445591,21078,09/10/2013 06:04:00 PM,060XX S KOLMAR AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0813,13,01A,1147072,1864161,2013,03/10/2016 03:47:05 PM,41.783219345,-87.736333849,"(41.783219345, -87.736333849)"
HW441007,21079,09/11/2013 08:59:00 AM,014XX N DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,1424,1,01A,1162803,1909586,2013,08/17/2015 03:03:40 PM,41.907556016,-87.677386363,"(41.907556016, -87.677386363)"
HJ309480,2108,04/19/2003 06:10:00 AM,000XX S MASON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1513,29,01A,1136839,1899281,2003,08/17/2015 03:03:40 PM,41.879783007,-87.773012281,"(41.879783007, -87.773012281)"
HW448072,21080,09/11/2013 11:24:00 PM,102XX S OGLESBY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0431,10,01A,1193841,1837556,2013,08/17/2015 03:03:40 PM,41.709193985,-87.565735011,"(41.709193985, -87.565735011)"
HW448778,21081,09/12/2013 02:59:00 PM,001XX W 104TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0512,34,01A,1177286,1835665,2013,08/17/2015 03:03:40 PM,41.704393792,-87.626417643,"(41.704393792, -87.626417643)"
HW104947,21082,01/04/2013 07:30:00 PM,031XX N BERNARD ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,true,1412,35,01A,1152846,1920617,2013,08/17/2015 03:03:40 PM,41.938029128,-87.713670269,"(41.938029128, -87.713670269)"
HW448287,21083,09/12/2013 07:09:00 AM,011XX N PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,1111,27,01A,1149514,1907216,2013,08/17/2015 03:03:40 PM,41.901320983,-87.726264785,"(41.901320983, -87.726264785)"
HW451124,21084,09/14/2013 02:21:00 AM,015XX N MILWAUKEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1424,1,01A,1163187,1910265,2013,08/17/2015 03:03:40 PM,41.909411174,-87.675956643,"(41.909411174, -87.675956643)"
HW453580,21085,09/17/2013 01:30:00 AM,080XX S WOODLAWN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0411,8,01A,1185611,1851851,2013,08/17/2015 03:03:40 PM,41.748618411,-87.595425023,"(41.748618411, -87.595425023)"
HW455391,21086,09/17/2013 09:15:00 AM,060XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,20,01A,1179958,1864982,2013,08/17/2015 03:03:40 PM,41.784782418,-87.615738011,"(41.784782418, -87.615738011)"
HW458801,21087,09/19/2013 07:37:00 PM,077XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,17,01A,1171318,1853455,2013,08/17/2015 03:03:40 PM,41.753344428,-87.647752622,"(41.753344428, -87.647752622)"
HW459159,21088,09/20/2013 01:38:00 AM,036XX W AUGUSTA BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1112,27,01A,1151727,1906420,2013,08/17/2015 03:03:40 PM,41.899093421,-87.718157129,"(41.899093421, -87.718157129)"
HW459749,21089,09/20/2013 01:38:00 PM,069XX S VERNON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0322,6,01A,1180446,1859141,2013,08/17/2015 03:03:40 PM,41.768742947,-87.614127918,"(41.768742947, -87.614127918)"
HJ310383,2109,04/19/2003 05:15:00 PM,061XX S CAMPBELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0825,15,01A,1160758,1863846,2003,08/17/2015 03:03:40 PM,41.78208323,-87.686164728,"(41.78208323, -87.686164728)"
HW460148,21090,09/20/2013 06:59:00 PM,022XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,0331,5,01A,1192478,1858354,2013,08/17/2015 03:03:40 PM,41.766298808,-87.570050881,"(41.766298808, -87.570050881)"
HW460198,21091,09/20/2013 07:18:00 PM,066XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0726,15,01A,1165158,1860597,2013,08/17/2015 03:03:40 PM,41.773075542,-87.670124972,"(41.773075542, -87.670124972)"
HW460503,21092,09/21/2013 12:01:00 AM,060XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0711,16,01A,1172010,1864580,2013,08/17/2015 03:03:40 PM,41.783857613,-87.64489038,"(41.783857613, -87.64489038)"
HW459133,21093,09/20/2013 04:18:00 AM,079XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0611,21,01A,1165728,1852066,2013,04/07/2016 03:49:13 PM,41.749653225,-87.668277264,"(41.749653225, -87.668277264)"
HW460666,21094,09/21/2013 03:22:00 AM,012XX W WASHBURNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1233,2,01A,1168255,1894530,2013,08/17/2015 03:03:40 PM,41.866125125,-87.657794171,"(41.866125125, -87.657794171)"
HW399534,21095,09/18/2013 06:23:00 AM,011XX N WALLER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,29,01A,1138140,1907076,2013,08/17/2015 03:03:40 PM,41.90115007,-87.768046548,"(41.90115007, -87.768046548)"
HW464234,21096,09/23/2013 08:31:00 PM,035XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0212,4,01A,1180172,1881335,2013,08/17/2015 03:03:40 PM,41.829651528,-87.614451899,"(41.829651528, -87.614451899)"
HW462501,21097,09/25/2013 08:49:00 PM,072XX S WENTWORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0731,6,01A,1176211,1857002,2013,08/17/2015 03:03:40 PM,41.762969417,-87.629715364,"(41.762969417, -87.629715364)"
HW468490,21098,09/26/2013 08:33:00 PM,070XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0332,5,01A,1188030,1858516,2013,08/17/2015 03:03:40 PM,41.766850507,-87.586349004,"(41.766850507, -87.586349004)"
HW468901,21099,09/27/2013 01:22:00 AM,011XX N MAYFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1511,29,01A,1136817,1907041,2013,08/17/2015 03:03:40 PM,41.901077845,-87.772906961,"(41.901077845, -87.772906961)"
HJ311699,2110,04/20/2003 05:22:00 AM,002XX W ONTARIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1831,42,01A,1174482,1904439,2003,08/17/2015 03:03:40 PM,41.893179294,-87.634638401,"(41.893179294, -87.634638401)"
HW471427,21100,09/29/2013 02:05:00 AM,009XX W 70TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0733,17,01A,1171052,1858415,2013,08/17/2015 03:03:40 PM,41.766961111,-87.648582726,"(41.766961111, -87.648582726)"
HW473050,21101,09/30/2013 07:40:00 AM,065XX S KILPATRICK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0833,13,01A,1146175,1860731,2013,08/17/2015 03:03:40 PM,41.773823896,-87.73970941,"(41.773823896, -87.73970941)"
HW473298,21102,09/30/2013 10:38:00 AM,006XX E 62ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0313,20,01A,1181730,1864046,2013,08/17/2015 03:03:40 PM,41.782173181,-87.60927008,"(41.782173181, -87.60927008)"
HW467909,21103,09/26/2013 11:30:00 AM,060XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0714,15,01A,1165051,1864722,2013,08/17/2015 03:03:40 PM,41.784397344,-87.670400636,"(41.784397344, -87.670400636)"
HW471635,21105,10/01/2013 04:45:00 PM,071XX S BENNETT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0333,5,01A,1189943,1857970,2013,08/17/2015 03:03:40 PM,41.765306435,-87.579354758,"(41.765306435, -87.579354758)"
HW460628,21106,09/29/2013 01:22:00 AM,012XX S KEDVALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,24,01A,1148914,1894047,2013,08/17/2015 03:03:40 PM,41.865195413,-87.728809401,"(41.865195413, -87.728809401)"
HW479960,21107,10/04/2013 07:57:00 PM,004XX S CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1522,29,01A,1139130,1897332,2013,08/17/2015 03:03:40 PM,41.874393341,-87.76464733,"(41.874393341, -87.76464733)"
HW479293,21108,10/04/2013 11:45:00 AM,083XX S SCOTTSDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0834,18,01A,1147613,1848699,2013,08/17/2015 03:03:40 PM,41.740778629,-87.734744814,"(41.740778629, -87.734744814)"
HW481455,21109,10/05/2013 11:09:00 PM,110XX S VERNON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0513,9,01A,1181212,1831573,2013,08/17/2015 03:03:40 PM,41.693075456,-87.612166821,"(41.693075456, -87.612166821)"
HJ312273,2111,04/20/2003 01:06:00 PM,000XX E 126TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0532,9,01A,1178782,1821126,2003,08/17/2015 03:03:40 PM,41.664462807,-87.621379529,"(41.664462807, -87.621379529)"
HW480972,21110,10/05/2013 03:39:00 PM,117XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0524,34,01A,1171769,1826981,2013,08/17/2015 03:03:40 PM,41.680686022,-87.646873411,"(41.680686022, -87.646873411)"
HW481838,21111,10/06/2013 07:35:00 AM,076XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0612,17,01A,1170636,1854222,2013,08/17/2015 03:03:40 PM,41.755464062,-87.650229577,"(41.755464062, -87.650229577)"
HW483484,21114,10/08/2013 12:05:00 PM,073XX S DORCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,5,01A,1186808,1856707,2013,08/17/2015 03:03:40 PM,41.761915482,-87.590885285,"(41.761915482, -87.590885285)"
HW484192,21115,10/08/2013 06:41:00 AM,042XX N DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1911,47,01A,1162248,1928333,2013,08/17/2015 03:03:40 PM,41.959010557,-87.678899454,"(41.959010557, -87.678899454)"
HW485498,21116,10/09/2013 12:51:00 AM,006XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1122,27,01A,1150273,1904067,2013,08/17/2015 03:03:40 PM,41.892665033,-87.72355909,"(41.892665033, -87.72355909)"
HW486012,21117,10/09/2013 12:41:00 PM,013XX W THORNDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2013,48,01A,1166203,1939638,2013,08/17/2015 03:03:40 PM,41.989948047,-87.664034588,"(41.989948047, -87.664034588)"
HW486706,21118,10/09/2013 09:15:00 PM,089XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2222,21,01A,1170222,1845458,2013,08/17/2015 03:03:40 PM,41.731423458,-87.65200108,"(41.731423458, -87.65200108)"
HJ313162,2112,04/21/2003 02:26:00 AM,076XX S COLFAX AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0421,7,01A,1194849,1854846,2003,08/17/2015 03:03:40 PM,41.756614534,-87.561475851,"(41.756614534, -87.561475851)"
HW486725,21120,10/09/2013 09:43:00 PM,067XX S CHAPPEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0331,5,01A,1191038,1860698,2013,08/17/2015 03:03:40 PM,41.772765871,-87.575253185,"(41.772765871, -87.575253185)"
HW486725,21121,10/09/2013 11:19:00 PM,067XX S CHAPPEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0331,5,01A,1191038,1860698,2013,08/17/2015 03:03:40 PM,41.772765871,-87.575253185,"(41.772765871, -87.575253185)"
HW488231,21124,10/11/2013 12:15:00 AM,010XX N RICHMOND ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1211,26,01A,1156536,1906728,2013,08/17/2015 03:03:40 PM,41.899842616,-87.7004854,"(41.899842616, -87.7004854)"
HW490952,21125,10/13/2013 05:02:00 AM,003XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,1533,24,01A,1144438,1898165,2013,08/17/2015 03:03:40 PM,41.876581037,-87.745137513,"(41.876581037, -87.745137513)"
HW492267,21126,10/14/2013 10:47:00 AM,008XX E 82ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0631,8,01A,1183418,1850810,2013,08/17/2015 03:03:40 PM,41.745813125,-87.603493223,"(41.745813125, -87.603493223)"
HW495229,21129,10/16/2013 03:24:00 PM,105XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0512,34,01A,1177791,1835077,2013,08/17/2015 03:03:40 PM,41.702768847,-87.624586143,"(41.702768847, -87.624586143)"
HJ313423,2113,04/21/2003 08:40:00 AM,036XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0211,3,01A,1178198,1880885,2003,08/17/2015 03:03:40 PM,41.828461793,-87.621708079,"(41.828461793, -87.621708079)"
HW300967,21131,10/16/2013 07:50:00 PM,057XX W BLOOMINGDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,2531,29,01A,1137890,1911257,2013,08/17/2015 03:03:40 PM,41.912627751,-87.768863775,"(41.912627751, -87.768863775)"
HW501750,21132,10/21/2013 04:15:00 PM,083XX S ELLIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0632,8,01A,1184337,1849947,2013,08/17/2015 03:03:40 PM,41.743423523,-87.600152807,"(41.743423523, -87.600152807)"
HV458091,21133,09/02/2012 12:45:00 PM,075XX N SEELEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2424,49,01A,1161338,1950012,2012,08/17/2015 03:03:40 PM,42.018517536,-87.681638499,"(42.018517536, -87.681638499)"
HW492267,21134,10/26/2013 08:30:00 AM,008XX E 82ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0631,8,01A,1183418,1850810,2013,08/17/2015 03:03:40 PM,41.745813125,-87.603493223,"(41.745813125, -87.603493223)"
HW508458,21135,10/26/2013 07:11:00 PM,006XX W 89TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2223,21,01A,1173418,1845901,2013,08/17/2015 03:03:40 PM,41.732569089,-87.640279876,"(41.732569089, -87.640279876)"
HW508800,21136,10/27/2013 01:29:00 AM,037XX W LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1712,39,01A,1150772,1931640,2013,08/17/2015 03:03:40 PM,41.968317938,-87.721003237,"(41.968317938, -87.721003237)"
HW509988,21137,10/28/2013 05:25:00 AM,012XX W 72ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0734,17,01A,1169139,1856702,2013,08/17/2015 03:03:40 PM,41.762301996,-87.655644106,"(41.762301996, -87.655644106)"
HW510593,21138,10/28/2013 02:54:00 PM,015XX S CHRISTIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1021,24,01A,1154284,1892229,2013,08/17/2015 03:03:40 PM,41.86010116,-87.709144383,"(41.86010116, -87.709144383)"
HW511165,21139,10/28/2013 09:45:00 PM,053XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1522,29,01A,1140884,1898815,2013,08/17/2015 03:03:40 PM,41.878430815,-87.758170843,"(41.878430815, -87.758170843)"
HJ317339,2114,04/23/2003 02:15:00 AM,007XX E 76TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0624,6,01A,1182685,1854788,2003,08/17/2015 03:03:40 PM,41.756746208,-87.606055842,"(41.756746208, -87.606055842)"
HW511385,21140,10/29/2013 05:11:00 AM,026XX N SAWYER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1412,35,01A,1154030,1917273,2013,08/17/2015 03:03:40 PM,41.928829366,-87.709408246,"(41.928829366, -87.709408246)"
HW514163,21141,10/31/2013 12:50:00 AM,121XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0523,34,01A,1173843,1824276,2013,08/17/2015 03:03:40 PM,41.673217468,-87.6393613,"(41.673217468, -87.6393613)"
HW515621,21142,10/31/2013 10:38:00 PM,086XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0613,21,01A,1171156,1847598,2013,08/17/2015 03:03:40 PM,41.737275576,-87.648517108,"(41.737275576, -87.648517108)"
HW515845,21143,11/01/2013 04:47:00 AM,023XX N MENARD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2515,37,01A,1137331,1915061,2013,08/17/2015 03:03:40 PM,41.923076442,-87.770825768,"(41.923076442, -87.770825768)"
HW517415,21144,11/02/2013 06:07:00 AM,042XX W WEST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1114,28,01A,1148062,1900635,2013,08/17/2015 03:03:40 PM,41.883290077,-87.731767645,"(41.883290077, -87.731767645)"
