Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
JA331015,23415,07/02/2017 04:00:00 PM,042XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0213,3,01A,1176979,1876907,2017,07/09/2017 03:51:20 PM,41.817573449,-87.626300553,"(41.817573449, -87.626300553)"
JA331015,23414,07/02/2017 02:13:00 AM,042XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0213,3,01A,1176979,1876907,2017,07/09/2017 03:51:20 PM,41.817573449,-87.626300553,"(41.817573449, -87.626300553)"
JA329470,23417,07/01/2017 12:27:00 PM,057XX S WELLS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0711,20,01A,1175585,1866761,2017,07/08/2017 03:49:39 PM,41.78976321,-87.63171793,"(41.78976321, -87.63171793)"
JA329470,23411,06/30/2017 09:33:00 PM,057XX S WELLS ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0711,20,01A,1175585,1866761,2017,07/07/2017 03:58:25 PM,41.78976321,-87.63171793,"(41.78976321, -87.63171793)"
JA329470,23410,06/30/2017 09:37:00 PM,057XX S WELLS ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0711,20,01A,1175585,1866761,2017,07/07/2017 03:58:25 PM,41.78976321,-87.63171793,"(41.78976321, -87.63171793)"
JA328468,23407,06/30/2017 10:51:00 AM,041XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0213,3,01A,1176956,1877748,2017,07/07/2017 03:58:25 PM,41.819881744,-87.62635954,"(41.819881744, -87.62635954)"
JA328468,23406,06/30/2017 08:12:00 AM,041XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0213,3,01A,1176956,1877748,2017,07/07/2017 03:58:25 PM,41.819881744,-87.62635954,"(41.819881744, -87.62635954)"
HZ540208,23413,06/29/2017 11:17:00 PM,010XX N HOMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,27,01A,1153522,1906510,2017,07/06/2017 03:53:35 PM,41.89930488,-87.711561716,"(41.89930488, -87.711561716)"
HH609795,1710,08/28/2002 08:30:00 AM,030XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,SCHOOL YARD,true,false,0133,2,01A,1177222,1884824,2002,07/06/2017 03:51:33 PM,41.839292845,-87.625169769,"(41.839292845, -87.625169769)"
JA326821,23405,06/28/2017 10:38:00 PM,054XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0225,3,01A,1177642,1868894,2017,07/05/2017 03:54:44 PM,41.795570057,-87.624111052,"(41.795570057, -87.624111052)"
JA326821,23404,06/28/2017 10:38:00 PM,054XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0225,3,01A,1177642,1868894,2017,07/05/2017 03:54:44 PM,41.795570057,-87.624111052,"(41.795570057, -87.624111052)"
JA326667,23403,06/28/2017 08:04:00 PM,033XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0835,18,01A,1155321,1852044,2017,07/05/2017 03:54:44 PM,41.749807265,-87.706413753,"(41.749807265, -87.706413753)"
JA326393,23402,06/28/2017 05:01:00 PM,032XX W HADDON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,26,01A,1154652,1907451,2017,07/05/2017 03:54:44 PM,41.901864523,-87.707386008,"(41.901864523, -87.707386008)"
JA323969,23401,06/27/2017 12:44:00 AM,052XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,2532,37,01A,1141033,1907489,2017,07/04/2017 03:50:38 PM,41.902230588,-87.75740997,"(41.902230588, -87.75740997)"
JA325215,23399,06/27/2017 07:11:00 PM,089XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2222,21,01A,1171215,1845442,2017,07/04/2017 03:50:38 PM,41.731357924,-87.648363814,"(41.731357924, -87.648363814)"
JA325031,23398,06/27/2017 05:44:00 PM,066XX S UNIVERSITY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,5,01A,1184691,1861305,2017,07/04/2017 03:50:38 PM,41.774582702,-87.598500258,"(41.774582702, -87.598500258)"
JA324296,23397,06/27/2017 08:10:00 AM,064XX S INGLESIDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0314,20,01A,1183833,1862480,2017,07/04/2017 03:50:38 PM,41.777827084,-87.601608858,"(41.777827084, -87.601608858)"
JA323904,23396,06/26/2017 08:23:00 PM,048XX W GLADYS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1533,24,01A,1144090,1897901,2017,07/03/2017 03:48:34 PM,41.875863126,-87.746421901,"(41.875863126, -87.746421901)"
JA323893,23395,06/26/2017 09:16:00 PM,010XX W 103RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,2232,34,01A,1171279,1836186,2017,07/03/2017 03:48:34 PM,41.705956704,-87.648399121,"(41.705956704, -87.648399121)"
JA323771,23394,06/26/2017 07:27:00 PM,079XX S RIDGELAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0414,8,01A,1189359,1852700,2017,07/03/2017 03:48:34 PM,41.75085912,-87.581664038,"(41.75085912, -87.581664038)"
JA324031,23393,06/26/2017 10:52:00 PM,054XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0934,16,01A,1167589,1868749,2017,07/03/2017 03:48:34 PM,41.79539384,-87.660979844,"(41.79539384, -87.660979844)"
JA320110,23412,06/22/2017 10:20:00 PM,058XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,29,01A,1137430,1903388,2017,07/03/2017 03:46:35 PM,41.891042543,-87.770743309,"(41.891042543, -87.770743309)"
JA255962,23408,06/12/2017 08:48:00 AM,077XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,CAR WASH,false,false,0623,6,01A,1177624,1853795,2017,07/03/2017 03:46:35 PM,41.754137211,-87.624633337,"(41.754137211, -87.624633337)"
JA189938,23328,03/16/2017 07:50:00 AM,029XX N HAMLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,true,2523,30,01A,,,2017,07/03/2017 03:46:35 PM,,,
JA321550,23391,06/25/2017 03:45:00 AM,079XX S BRANDON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0422,7,01A,1198863,1852920,2017,07/02/2017 03:55:24 PM,41.751229694,-87.546830158,"(41.751229694, -87.546830158)"
JA118443,23409,01/17/2017 12:30:00 AM,071XX S SOUTH SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0334,7,01A,,,2017,07/01/2017 03:47:52 PM,,,
JA321035,23390,06/24/2017 05:53:00 PM,012XX N LARAMIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2532,37,01A,1141475,1907645,2017,07/01/2017 03:47:52 PM,41.902650516,-87.755782558,"(41.902650516, -87.755782558)"
JA219986,23236,04/10/2017 08:25:00 PM,116XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0524,34,01A,1168755,1827640,2017,07/01/2017 03:45:46 PM,41.682559799,-87.657887251,"(41.682559799, -87.657887251)"
JA319798,23388,06/23/2017 09:28:00 PM,047XX W WEST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1113,28,01A,1144797,1900560,2017,06/30/2017 03:55:30 PM,41.883146447,-87.743758955,"(41.883146447, -87.743758955)"
JA317382,23387,06/22/2017 01:23:00 AM,035XX W HURON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,27,01A,1152804,1904443,2017,06/29/2017 03:52:44 PM,41.89364708,-87.714253714,"(41.89364708, -87.714253714)"
HX457560,21587,10/06/2014 05:25:00 PM,000XX E 44TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0215,3,01A,1177656,1875870,2014,06/29/2017 03:50:38 PM,41.814712519,-87.623848547,"(41.814712519, -87.623848547)"
JA311215,23386,06/21/2017 10:30:00 AM,055XX S SHIELDS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0711,3,01A,1174914,1868135,2017,06/28/2017 03:55:12 PM,41.793548609,-87.634137301,"(41.793548609, -87.634137301)"
JA316625,23385,06/21/2017 02:35:00 PM,070XX S PARNELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0732,6,01A,1173837,1858212,2017,06/28/2017 03:55:12 PM,41.76634276,-87.638380623,"(41.76634276, -87.638380623)"
JA315992,23383,06/21/2017 01:45:00 AM,045XX S LECLAIRE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0814,23,01A,1143121,1874081,2017,06/28/2017 03:55:12 PM,41.810515811,-87.750573202,"(41.810515811, -87.750573202)"
HZ183568,22373,03/11/2016 05:45:00 PM,008XX N LATROBE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1524,37,01A,1141203,1905088,2016,06/28/2017 03:52:28 PM,41.895638828,-87.756844789,"(41.895638828, -87.756844789)"
HV111716,20240,01/10/2012 12:29:00 AM,058XX N KENMORE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,2022,48,01A,1168188,1938974,2012,06/28/2017 03:52:28 PM,41.988083216,-87.656752717,"(41.988083216, -87.656752717)"
JA315760,23382,06/20/2017 09:05:00 PM,002XX S HOYNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1225,2,01A,1162441,1898964,2017,06/27/2017 03:51:21 PM,41.878415984,-87.679013713,"(41.878415984, -87.679013713)"
JA272665,23301,05/21/2017 01:53:00 AM,049XX W HUBBARD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,28,01A,1143413,1902560,2017,06/27/2017 03:49:47 PM,41.888660665,-87.748791115,"(41.888660665, -87.748791115)"
JA313073,23381,06/19/2017 03:05:00 AM,010XX N LAWNDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,27,01A,1151524,1906683,2017,06/26/2017 04:00:12 PM,41.899819111,-87.718895829,"(41.899819111, -87.718895829)"
JA313042,23380,06/19/2017 02:11:00 AM,018XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1012,24,01A,1147921,1890652,2017,06/26/2017 04:00:12 PM,41.855898242,-87.732541979,"(41.855898242, -87.732541979)"
JA312425,23379,06/18/2017 04:23:00 PM,006XX E 82ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0631,6,01A,1182133,1850775,2017,06/25/2017 03:51:18 PM,41.745746893,-87.608202751,"(41.745746893, -87.608202751)"
JA312686,23378,06/18/2017 07:56:00 PM,012XX S AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,24,01A,1150903,1894255,2017,06/25/2017 03:51:18 PM,41.865727523,-87.721502227,"(41.865727523, -87.721502227)"
JA311933,23377,06/18/2017 05:24:00 PM,035XX W HURON ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,1121,27,01A,1152780,1904443,2017,06/25/2017 03:51:18 PM,41.893647555,-87.714341858,"(41.893647555, -87.714341858)"
JA311797,23376,06/18/2017 02:15:00 AM,014XX N LECLAIRE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2533,37,01A,1142109,1909027,2017,06/25/2017 03:51:18 PM,41.906431144,-87.753419418,"(41.906431144, -87.753419418)"
JA311797,23375,06/18/2017 01:20:00 AM,014XX N LECLAIRE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2533,37,01A,1142109,1909027,2017,06/25/2017 03:51:18 PM,41.906431144,-87.753419418,"(41.906431144, -87.753419418)"
JA267930,23295,05/17/2017 08:54:00 PM,003XX N LATROBE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1523,28,01A,1141319,1901661,2017,06/25/2017 03:49:47 PM,41.886232585,-87.756503356,"(41.886232585, -87.756503356)"
JA311389,23372,06/17/2017 07:17:00 PM,048XX S RACINE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0933,20,01A,1169138,1872752,2017,06/24/2017 03:50:57 PM,41.806345131,-87.655183815,"(41.806345131, -87.655183815)"
JA219528,23239,04/11/2017 02:59:00 PM,043XX W 15TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1011,24,01A,1147802,1892358,2017,06/24/2017 03:47:57 PM,41.860582004,-87.732934984,"(41.860582004, -87.732934984)"
JA310371,23371,06/16/2017 11:54:00 PM,059XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0711,20,01A,1172652,1865413,2017,06/23/2017 03:52:20 PM,41.786129328,-87.642512042,"(41.786129328, -87.642512042)"
JA309481,23370,06/16/2017 02:20:00 PM,080XX S ELLIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VESTIBULE,false,false,0631,8,01A,1184290,1851883,2017,06/23/2017 03:52:20 PM,41.748737209,-87.600264583,"(41.748737209, -87.600264583)"
JA309693,23369,06/16/2017 06:36:00 PM,070XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0322,6,01A,1177506,1858207,2017,06/23/2017 03:52:20 PM,41.766246905,-87.624932618,"(41.766246905, -87.624932618)"
JA205999,23205,03/30/2017 12:27:00 PM,075XX S LUELLA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,true,0414,7,01A,1192511,1855497,2017,06/23/2017 03:50:53 PM,41.758458173,-87.57002285,"(41.758458173, -87.57002285)"
JA308868,23368,06/15/2017 11:28:00 PM,011XX N MASON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,29,01A,1136491,1906883,2017,06/22/2017 03:56:17 PM,41.900650111,-87.774108189,"(41.900650111, -87.774108189)"
JA308338,23367,06/15/2017 05:40:00 PM,068XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0725,17,01A,1165857,1859435,2017,06/22/2017 03:56:17 PM,41.76987204,-87.667595578,"(41.76987204, -87.667595578)"
JA297357,23351,06/11/2017 01:31:00 AM,028XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0824,16,01A,1158266,1865393,2017,06/22/2017 03:53:15 PM,41.786379521,-87.695259035,"(41.786379521, -87.695259035)"
JA306014,23366,06/14/2017 04:05:00 AM,064XX S MARYLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0312,20,01A,1183009,1862295,2017,06/21/2017 03:52:13 PM,41.777338627,-87.604635373,"(41.777338627, -87.604635373)"
JA303694,23365,06/13/2017 11:57:00 AM,013XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,24,01A,1147265,1893339,2017,06/20/2017 03:51:28 PM,41.863284278,-87.734881102,"(41.863284278, -87.734881102)"
JA305578,23364,06/13/2017 06:37:00 PM,050XX S DREXEL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0222,4,01A,1183168,1871743,2017,06/20/2017 03:51:28 PM,41.803261053,-87.603758561,"(41.803261053, -87.603758561)"
JA305313,23363,06/13/2017 04:27:00 PM,056XX W BLOOMINGDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2531,29,01A,1138625,1911274,2017,06/20/2017 03:51:28 PM,41.912661095,-87.766163117,"(41.912661095, -87.766163117)"
JA305160,23362,06/13/2017 02:18:00 PM,081XX S KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0835,18,01A,1156464,1850411,2017,06/20/2017 03:51:28 PM,41.745303118,-87.702269161,"(41.745303118, -87.702269161)"
HZ568268,23054,12/29/2016 01:14:00 AM,001XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1512,29,01A,1139023,1900544,2016,06/20/2017 03:49:38 PM,41.883209435,-87.764962093,"(41.883209435, -87.764962093)"
HZ128452,22290,01/25/2016 06:13:00 PM,030XX S KEDVALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1031,22,01A,1149201,1884018,2016,06/20/2017 03:49:38 PM,41.837669022,-87.728015334,"(41.837669022, -87.728015334)"
JA304394,23361,06/12/2017 11:49:00 PM,047XX W SUPERIOR ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1111,28,01A,1144623,1904543,2017,06/19/2017 03:53:20 PM,41.894079541,-87.744297501,"(41.894079541, -87.744297501)"
JA304301,23360,06/12/2017 11:59:00 PM,083XX S ELIZABETH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0613,21,01A,1169443,1849502,2017,06/19/2017 03:53:20 PM,41.742537652,-87.654738041,"(41.742537652, -87.654738041)"
JA304422,23359,06/12/2017 11:11:00 PM,059XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0822,13,01A,1150718,1864980,2017,06/19/2017 03:53:20 PM,41.785396565,-87.722944914,"(41.785396565, -87.722944914)"
JA303694,23358,06/12/2017 04:15:00 PM,013XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,24,01A,1147265,1893339,2017,06/19/2017 03:53:20 PM,41.863284278,-87.734881102,"(41.863284278, -87.734881102)"
JA303240,23357,06/12/2017 09:21:00 AM,068XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0322,20,01A,1177904,1859710,2017,06/19/2017 03:53:20 PM,41.770362296,-87.623428344,"(41.770362296, -87.623428344)"
JA302864,23356,06/11/2017 10:46:00 PM,046XX N BEACON ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1913,46,01A,1166294,1930927,2017,06/18/2017 03:50:54 PM,41.96604284,-87.663950253,"(41.96604284, -87.663950253)"
JA302423,23355,06/11/2017 06:48:00 PM,047XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0931,20,01A,1164155,1873144,2017,06/18/2017 03:50:54 PM,41.807527265,-87.673448705,"(41.807527265, -87.673448705)"
JA301760,23354,06/11/2017 07:05:00 AM,014XX S AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,24,01A,1150944,1892841,2017,06/18/2017 03:50:54 PM,41.861846539,-87.721388714,"(41.861846539, -87.721388714)"
JA301701,23353,06/11/2017 03:17:00 AM,053XX S SEELEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0932,16,01A,1163603,1869068,2017,06/18/2017 03:50:54 PM,41.796353835,-87.67558769,"(41.796353835, -87.67558769)"
JA301625,23352,06/11/2017 02:04:00 AM,010XX N MONTICELLO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,27,01A,1151856,1906677,2017,06/18/2017 03:50:54 PM,41.899796115,-87.717676539,"(41.899796115, -87.717676539)"
JA282893,23314,05/28/2017 06:41:00 PM,016XX S ST LOUIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1021,24,01A,1153308,1891524,2017,06/18/2017 03:49:16 PM,41.858185975,-87.712745747,"(41.858185975, -87.712745747)"
JA299740,23350,06/09/2017 06:52:00 PM,054XX W LE MOYNE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2532,37,01A,1139599,1909438,2017,06/16/2017 03:52:30 PM,41.90760517,-87.762629713,"(41.90760517, -87.762629713)"
JA299873,23349,06/09/2017 07:28:00 PM,057XX W BELDEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2515,37,01A,1137587,1914705,2017,06/16/2017 03:52:30 PM,41.922094926,-87.769893715,"(41.922094926, -87.769893715)"
JA297892,23348,06/08/2017 07:00:00 PM,046XX S TROY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0922,14,01A,1156151,1873669,2017,06/15/2017 03:50:34 PM,41.809132824,-87.702791188,"(41.809132824, -87.702791188)"
JA297445,23347,06/08/2017 03:48:00 AM,021XX W 54TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,true,0932,16,01A,1163080,1868834,2017,06/15/2017 03:50:34 PM,41.795722675,-87.677512126,"(41.795722675, -87.677512126)"
JA298661,23346,06/08/2017 10:23:00 PM,062XX S INGLESIDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0313,20,01A,1183522,1863858,2017,06/15/2017 03:50:34 PM,41.781615697,-87.602706055,"(41.781615697, -87.602706055)"
JA296790,23345,06/07/2017 06:33:00 PM,018XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0414,8,01A,1189630,1852953,2017,06/14/2017 03:55:10 PM,41.751546874,-87.580662868,"(41.751546874, -87.580662868)"
JA296110,23344,06/07/2017 09:32:00 AM,012XX S LAWNDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,24,01A,1151903,1894170,2017,06/14/2017 03:55:10 PM,41.865474657,-87.717833381,"(41.865474657, -87.717833381)"
JA296110,23343,06/07/2017 09:20:00 AM,012XX S LAWNDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,24,01A,1151903,1894170,2017,06/14/2017 03:55:10 PM,41.865474657,-87.717833381,"(41.865474657, -87.717833381)"
G223789,778,04/20/2001 07:17:00 AM,058XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0233,20,01A,1178153,1866392,2001,06/14/2017 03:53:13 PM,41.788692744,-87.622313093,"(41.788692744, -87.622313093)"
JA290782,23331,06/03/2017 12:37:00 PM,061XX S THROOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0713,16,01A,1168680,1863967,2017,06/14/2017 03:53:13 PM,41.782247982,-87.657117043,"(41.782247982, -87.657117043)"
HT442132,20010,08/11/2011 12:18:00 AM,004XX E 64TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0312,20,01A,1180103,1862668,2011,06/14/2017 03:53:13 PM,41.778429255,-87.615277232,"(41.778429255, -87.615277232)"
JA295735,23342,06/06/2017 10:02:00 PM,079XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0623,6,01A,1178088,1852380,2017,06/13/2017 03:52:27 PM,41.750243786,-87.622975754,"(41.750243786, -87.622975754)"
JA295090,23341,06/06/2017 03:51:00 PM,058XX S SHIELDS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0711,20,01A,1174957,1866117,2017,06/13/2017 03:52:27 PM,41.788010047,-87.634039814,"(41.788010047, -87.634039814)"
JA293479,23338,06/05/2017 01:12:00 PM,089XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0633,8,01A,1183131,1845699,2017,06/13/2017 03:50:15 PM,41.731794648,-87.604703396,"(41.731794648, -87.604703396)"
JA294107,23340,06/05/2017 07:58:00 PM,044XX S SHIELDS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0925,3,01A,1174721,1875349,2017,06/12/2017 03:54:53 PM,41.813348838,-87.634629974,"(41.813348838, -87.634629974)"
JA294091,23339,06/05/2017 07:34:00 PM,041XX W POTOMAC AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2534,37,01A,1148487,1908337,2017,06/12/2017 03:54:53 PM,41.904417002,-87.730008129,"(41.904417002, -87.730008129)"
JA291720,23335,06/04/2017 03:55:00 AM,002XX N LEAVITT ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1223,27,01A,1161709,1901399,2017,06/11/2017 03:48:17 PM,41.885113119,-87.681633563,"(41.885113119, -87.681633563)"
JA288087,23333,06/03/2017 08:00:00 PM,055XX W CONGRESS PKWY,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1522,29,01A,1139631,1897137,2017,06/10/2017 03:49:36 PM,41.873849112,-87.762812612,"(41.873849112, -87.762812612)"
JA269614,23296,05/18/2017 07:17:00 PM,069XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0322,6,01A,1178797,1858895,2017,05/25/2017 03:51:51 PM,41.768105576,-87.620179762,"(41.768105576, -87.620179762)"
JA256637,23274,05/09/2017 01:22:00 PM,023XX E 95TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0431,7,01A,1193461,1842428,2017,05/16/2017 03:52:21 PM,41.722572521,-87.566967779,"(41.722572521, -87.566967779)"
JA253691,23279,05/07/2017 12:19:00 AM,048XX S LA CROSSE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0814,23,01A,1144848,1871882,2017,05/15/2017 03:51:52 PM,41.804449103,-87.744293936,"(41.804449103, -87.744293936)"
JA235987,23254,04/23/2017 01:06:00 PM,097XX S YALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0511,21,01A,1176335,1840303,2017,04/30/2017 03:50:43 PM,41.717142482,-87.629761268,"(41.717142482, -87.629761268)"
JA236412,23253,04/23/2017 08:33:00 PM,007XX N SACRAMENTO BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1221,27,01A,1156085,1905000,2017,04/30/2017 03:50:43 PM,41.895109945,-87.702188626,"(41.895109945, -87.702188626)"
JA219211,23235,04/10/2017 05:33:00 AM,094XX S FOREST AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,true,0633,6,01A,1179914,1842405,2017,04/18/2017 03:57:31 PM,41.722829631,-87.616588933,"(41.722829631, -87.616588933)"
JA209299,23219,04/02/2017 01:04:00 AM,085XX S PEORIA ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0613,21,01A,1171804,1848175,2017,04/09/2017 03:57:12 PM,41.738844769,-87.646126146,"(41.738844769, -87.646126146)"
JA209253,23218,04/02/2017 12:33:00 AM,052XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1524,28,01A,1141371,1904829,2017,04/09/2017 03:57:12 PM,41.894925002,-87.756234153,"(41.894925002, -87.756234153)"
JA208230,23217,04/01/2017 07:09:00 AM,117XX S NORMAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0524,34,01A,1175076,1827081,2017,04/08/2017 03:49:53 PM,41.680887496,-87.634765206,"(41.680887496, -87.634765206)"
JA206252,23210,03/30/2017 04:32:00 PM,027XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,0334,7,01A,1195735,1856117,2017,04/06/2017 03:56:56 PM,41.760080391,-87.558186925,"(41.760080391, -87.558186925)"
JA206252,23209,03/30/2017 04:32:00 PM,027XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,0334,7,01A,1195735,1856117,2017,04/06/2017 03:56:56 PM,41.760080391,-87.558186925,"(41.760080391, -87.558186925)"
